SAN VALENTIN,2017-03-20 16:15:45.000+0000,54c24e00-0a8f-11e6-86b1-210704a2a273,"{'en': 'Rukdgfbhpgi', 'es': 'Yzopqkctwxxhk', 'fr': 'Xsgysugukf'}",24.26,azcdfias.jpg
SAN VALENTIN,2017-03-15 03:01:21.000+0000,8dba0580-7855-11e5-bf0a-c4d5c4ea4ddd,"{'en': 'Fwpcsujfr', 'es': 'Uyafsp', 'fr': 'Yfzkhkvcj'}",28.45,sbvswp.jpg
SAN VALENTIN,2016-12-17 10:03:55.000+0000,d50bd880-2220-11e6-b3f6-fbdb914f96d8,"{'en': 'Appglx', 'es': 'Cdkojylw', 'fr': 'Yvhriyk'}",45.10,zfpkkyaisro.jpg
SAN VALENTIN,2016-12-05 12:17:50.000+0000,b2098a80-c17d-11e4-b554-7eee90f74c0d,"{'en': 'Eocepeap', 'es': 'Csrtzrdovgys', 'fr': 'Zslcthfdexmg'}",26.84,oxbpzit.jpg
SAN VALENTIN,2016-06-24 14:46:39.000+0000,c8030580-1953-11e6-878e-2e3f1a130028,"{'en': 'Vvjkkavslb', 'es': 'Gebuiyzcy', 'fr': 'Wxfbqz'}",27.04,guciqqjy.jpg
SAN VALENTIN,2016-06-10 20:34:12.000+0000,054d7c00-108f-11e5-b0bb-ad0f9bbf48fc,"{'en': 'Ubvwiyhh', 'es': 'Usyypyyjknpln', 'fr': 'Nztllq'}",39.22,wfqjxw.jpg
SAN VALENTIN,2016-06-08 18:20:17.000+0000,2f1beb80-d501-11e4-b7d8-3210c009407d,"{'en': 'Uayqdeqnrfqb', 'es': 'Ngygaruccvpcv', 'fr': 'Memauh'}",20.57,prbfegqatxdf.jpg
SAN VALENTIN,2016-05-08 02:08:10.000+0000,77d46880-072d-11e5-83f8-b22ab9ace9d2,"{'en': 'Tdfobnulfd', 'es': 'Wkdqgdljhgjip', 'fr': 'Vqmrouwkploi'}",38.36,edxpzjadjnai.jpg
SAN VALENTIN,2016-04-26 04:52:00.000+0000,a93c4980-6d5f-11e6-9083-0bba6972236f,"{'en': 'Lhsamwhoi', 'es': 'Ygarsybuzzd', 'fr': 'Xjpuojfgz'}",13.32,icamezdmbasn.jpg
SAN VALENTIN,2016-04-23 12:51:41.000+0000,5c9e8500-b9c4-11e6-a278-ebac169b741b,"{'en': 'Efullb', 'es': 'Oujdqwmoz', 'fr': 'Amvmirjqutfz'}",13.70,truxdzovej.jpg
SAN VALENTIN,2015-11-23 03:56:07.000+0000,c3a00200-1c46-11e5-8cfc-52fd3d828e1f,"{'en': 'Nustukf', 'es': 'Elqxeomwlf', 'fr': 'Qwauljb'}",37.68,loileuf.jpg
SAN VALENTIN,2015-08-29 11:55:58.000+0000,8fa22d80-5a51-11e6-bec5-250a623d7835,"{'en': 'Bujodfonnokai', 'es': 'Hffpgo', 'fr': 'Hxnfrnbtcesm'}",36.11,cwloref.jpg
SAN VALENTIN,2015-08-06 00:03:12.000+0000,8b1f3900-e5c7-11e5-861e-f2fd547b8298,"{'en': 'Lmdwflzcm', 'es': 'Ogwoslrghwj', 'fr': 'Txdzqgtonuwde'}",24.51,ysnqtgb.jpg
SAN VALENTIN,2015-05-10 02:35:28.000+0000,cc4f4580-c063-11e4-8fee-bb83bce6af3c,"{'en': 'Nhrvfyopgraj', 'es': 'Ufvaer', 'fr': 'Nhoniscaimgy'}",33.90,khxtutbv.jpg
REBAJAS,2017-03-29 23:26:19.000+0000,79bfd100-6a2f-11e6-9ad7-93bb5a51ead3,"{'en': 'Wuszpdt', 'es': 'Alsvuvv', 'fr': 'Icsiiwbdcwyss'}",34.55,hfqyo.jpg
REBAJAS,2017-02-27 14:49:33.000+0000,b2254300-1386-11e5-8be3-4b11c68ded7a,"{'en': 'Tbnwbxqrtulp', 'es': 'Tifuqy', 'fr': 'Knrlfvkvo'}",17.25,nzrouqytckk.jpg
REBAJAS,2017-02-06 04:19:53.000+0000,30007f00-66ed-11e6-857f-3a519f95dce1,"{'en': 'Kmctoyhtuwwze', 'es': 'Hyrmxblgqs', 'fr': 'Iftqkei'}",32.85,rypegqaqbip.jpg
REBAJAS,2016-12-15 16:21:05.000+0000,d1932480-ad48-11e5-b39e-9e460d6e05d3,"{'en': 'Ndtayqp', 'es': 'Mahmscui', 'fr': 'Mzvnjw'}",25.33,bhtistcb.jpg
REBAJAS,2016-10-24 13:16:48.000+0000,3f7a5b80-18a6-11e6-8950-a5a91d550621,"{'en': 'Bblxijit', 'es': 'Rrjadew', 'fr': 'Kajoqrcpquqyi'}",17.09,lijygasgpufw.jpg
REBAJAS,2015-12-31 21:23:49.000+0000,8f70b800-ead9-11e5-879a-67118684befd,"{'en': 'Eocobcedrgrmr', 'es': 'Gagrlgeffhzfr', 'fr': 'Ulamovbntz'}",42.86,rbbso.jpg
REBAJAS,2015-09-02 04:26:12.000+0000,89f1c700-ed92-11e5-b32a-95e53011b70b,"{'en': 'Phxjwg', 'es': 'Aguhexqwxnoq', 'fr': 'Tlnvhqgr'}",30.76,jaoawrwc.jpg
REBAJAS,2015-08-02 21:09:49.000+0000,31caee80-4e72-11e6-9fbd-36023c580c58,"{'en': 'Nodcyrbr', 'es': 'Seczciohlvj', 'fr': 'Ybxdyjwdsrqch'}",19.57,zqlaxm.jpg
REBAJAS,2015-06-22 17:36:45.000+0000,a3664f80-77c6-11e6-adb6-8faffaff5d86,"{'en': 'Nbtckylxgqb', 'es': 'Bspmgvh', 'fr': 'Xfsbyilw'}",15.14,lrzcrv.jpg
REBAJAS,2015-04-01 10:53:17.000+0000,6c5f3380-7993-11e5-a7c5-81772d310f76,"{'en': 'Lpctmqxdu', 'es': 'Uqeqpt', 'fr': 'Cwzebiekwo'}",40.01,ojlwwrh.jpg
REBAJAS,2015-03-02 19:48:01.000+0000,60f18c80-1509-11e5-b328-c8e2e0b2be5f,"{'en': 'Xhazxdpxm', 'es': 'Sgbzzqnp', 'fr': 'Zeywvs'}",13.20,urpwspqabpm.jpg
BLACK FRIDAY,2016-12-26 05:38:14.000+0000,b2d71000-0bf5-11e5-aefa-2761c1c51b4b,"{'en': 'Pfturuumxye', 'es': 'Zyjbzxutbnaf', 'fr': 'Lzuvulamwsp'}",36.70,mpcjkztwb.jpg
BLACK FRIDAY,2016-11-15 02:03:10.000+0000,8051df80-6969-11e5-9f7b-4732a5da9ae0,"{'en': 'Wgdrtfpdght', 'es': 'Lxlyhgr', 'fr': 'Nykzpgbglw'}",23.52,mmmtxzlmki.jpg
BLACK FRIDAY,2016-11-04 17:29:46.000+0000,b10c0380-91b9-11e5-8244-089abed2d2d2,"{'en': 'Khesyaozd', 'es': 'Ybsudpzsfjzoe', 'fr': 'Ppuivpar'}",19.36,pomaibgljx.jpg
BLACK FRIDAY,2016-07-13 20:25:04.000+0000,86c46e00-5f0a-11e5-bf0e-669bc61c9e84,"{'en': 'Fkpujdavhj', 'es': 'Ifhualo', 'fr': 'Eenozvvksur'}",37.33,fxukqaoaf.jpg
BLACK FRIDAY,2016-06-28 23:07:11.000+0000,f41d2100-c0ed-11e5-88ef-3f4bc510e51f,"{'en': 'Angnqk', 'es': 'Xhrorwzn', 'fr': 'Hyuuzrbyeot'}",11.50,dyccdyywvsqx.jpg
BLACK FRIDAY,2016-04-21 17:50:33.000+0000,23dd5080-565e-11e6-9262-ecc9e831c9d3,"{'en': 'Rbgcwhusjckd', 'es': 'Qurqgdgmkzmf', 'fr': 'Lniybrefwhf'}",20.40,twdqwr.jpg
BLACK FRIDAY,2016-03-04 05:22:01.000+0000,3cac2380-0c75-11e6-9189-e52d05b4f2c6,"{'en': 'Cwgvqouaxq', 'es': 'Ltdpvqdypx', 'fr': 'Pnorcpfdsynmv'}",35.24,sgogqj.jpg
BLACK FRIDAY,2016-01-23 16:40:38.000+0000,5da2dd00-b69e-11e4-a3c1-252b115a14f8,"{'en': 'Tsxdzesblrhr', 'es': 'Yytdni', 'fr': 'Hytbdlvawd'}",28.37,dmlqayamrjx.jpg
BLACK FRIDAY,2015-11-17 01:46:02.000+0000,6c377000-1557-11e7-a924-57ef8eecaa17,"{'en': 'Toqmbp', 'es': 'Ukjlosoldwl', 'fr': 'Xnaqcctzcmbf'}",45.32,gvqsrxgemzc.jpg
BLACK FRIDAY,2015-11-12 23:37:28.000+0000,78519a00-fece-11e5-afa9-f60593fe7266,"{'en': 'Yfxkqqm', 'es': 'Bqftfqgyucpov', 'fr': 'Vsvsypqm'}",12.32,igycowpwkpmq.jpg
BLACK FRIDAY,2015-09-30 04:36:36.000+0000,e111ad80-eb97-11e6-ba3a-2865505814a6,"{'en': 'Ileagtdmcqrn', 'es': 'Sysuhgsfgkc', 'fr': 'Rssitnpmgpmh'}",30.02,gsjizcvdw.jpg
VERANO,2017-01-21 22:55:49.000+0000,799d8a00-ef18-11e6-8ac3-83ae8992b59d,"{'en': 'Takyycnp', 'es': 'Crevqwuzv', 'fr': 'Skvietvwqfig'}",21.89,xmrndjbreel.jpg
VERANO,2016-12-27 20:50:43.000+0000,a05d1400-f972-11e4-809c-bcc94e880ed1,"{'en': 'Iizzesdqaa', 'es': 'Uslvroz', 'fr': 'Airnlhhu'}",18.20,eobbcliuryci.jpg
